Date,Open,High,Low,Close,Volume,Close_Normalized,Open_Normalized,High_Normalized,Low_Normalized,Volume_Normalized
2005-05-09 00:00:00-04:00,17.527291072291273,17.59676137848077,17.40224478615735,17.443927764892578,61872400,0.013767397772217622,0.013887864642179587,0.013325631460404509,0.014221858973405726,0.09369592817248934
2005-05-10 00:00:00-04:00,17.395312777456287,17.42310012700168,17.242477717327358,17.298053741455078,62235100,0.013445845761073659,0.013596561933849427,0.01294319696228864,0.013867436157389576,0.09431710926604552
2005-05-11 00:00:00-04:00,17.2911002509187,17.346676254726983,17.11742507338826,17.304994583129883,59463300,0.013461145548842394,0.01336654387474142,0.012774897327289389,0.013590022854762603,0.08956996353922167
2005-05-12 00:00:00-04:00,17.256365465499986,17.443934972198914,17.249418299507088,17.367517471313477,74540700,0.013598965566171095,0.013289877199524944,0.012989079181254946,0.013882832951603464,0.1153923948046859
2005-05-13 00:00:00-04:00,17.388353885505396,17.631497998987243,17.360565229658302,17.5759220123291,77204300,0.014058354412217566,0.013581202256147831,0.013402127984047453,0.014129398206034349,0.11995423092488504
2005-05-16 00:00:00-04:00,17.58289809143298,17.77106260271454,17.555022606005906,17.76409339904785,50577300,0.014473143052534235,0.014010600545824951,0.013709475298008363,0.014560777034130442,0.07435128364581066
2005-05-17 00:00:00-04:00,17.638647755090187,17.771059946486357,17.59683386857963,17.743183135986328,39983200,0.014427050287129276,0.01413365129467835,0.013709469448497989,0.014653529974589895,0.056207212448558176
2005-05-18 00:00:00-04:00,17.77106284290528,18.008010453816524,17.71531054205791,17.910444259643555,71182400,0.014795746162040985,0.014425918093188975,0.014231278704030289,0.01491635532748587,0.10964077510110248
2005-05-19 00:00:00-04:00,17.945283175411685,18.154353904012034,17.910438497058053,18.063756942749023,52120800,0.015133695307644435,0.014810457496192711,0.014553554303517157,0.015349221748589291,0.07699477142608073
2005-05-20 00:00:00-04:00,18.03588443861668,18.063761251340217,17.93134904938259,17.938318252563477,64444500,0.014857189167936094,0.015010432752599435,0.014354052368788199,0.015395609135511948,0.09810105607636536
