Date,Open,High,Low,Close,Volume,Close_Normalized,Open_Normalized,High_Normalized,Low_Normalized,Volume_Normalized
2005-05-23 00:00:00-04:00,0.20235185624450458,0.20770072282516913,0.20174021130271513,0.20563746988773346,703668000,0.00047145902240383635,0.0004238778240582088,0.0004016423428290367,0.00047348259294760557,0.18041479632515592
2005-05-24 00:00:00-04:00,0.20464434355721367,0.2093054543097892,0.20365031469059763,0.208541601896286,522192000,0.0004909131542980661,0.000438873322290252,0.0004121328645649487,0.00048641713644874467,0.13065831999921038
2005-05-25 00:00:00-04:00,0.20808314408719064,0.20915236828681255,0.20387961135377444,0.2058667540550232,535272000,0.0004729949458462202,0.00046136702464652865,0.0004111321038352613,0.00048796985222493856,0.13424455019132045
2005-05-26 00:00:00-04:00,0.20770070914669578,0.2132788226498575,0.20731831151994282,0.2116740643978119,788784000,0.0005118968211833692,0.00045886546119521985,0.00043810774406084145,0.0005112555116132434,0.20375161352940982
2005-05-27 00:00:00-04:00,0.21228571023349502,0.21228571023349502,0.2080830940247512,0.2102985680103302,322740000,0.0005026826780027904,0.0004888566307471095,0.00043161552558696923,0.0005164343478166179,0.0759732447486952
2005-05-31 00:00:00-04:00,0.20938158167288443,0.21113947675822534,0.20365033100715668,0.20708908140659332,763176000,0.00048118304385462364,0.0004698602967413175,0.0004241223173449726,0.0004864172469387025,0.19673049863953562
2005-06-01 00:00:00-04:00,0.20571361078770278,0.21282035980646044,0.2032688890159351,0.2090001404285431,796632000,0.0004939848015437303,0.000445867557231266,0.0004351106604553536,0.0004838342568974743,0.20590335164467588
2005-06-02 00:00:00-04:00,0.2082353106886289,0.21679459512233734,0.2082353106886289,0.21679459512233734,684348000,0.0005461981132010909,0.00046236236886945794,0.0004610912075839012,0.0005174651051426426,0.17511770402304838
2005-06-03 00:00:00-04:00,0.21602980014695203,0.21801692841374673,0.21396654763949338,0.21625904738903046,559620000,0.0005426105985121149,0.0005133472760678497,0.00046908189891447914,0.0005562750115207849,0.14092020253975288
2005-06-06 00:00:00-04:00,0.21236182702170747,0.2165653588665402,0.21220960584232,0.2141958326101303,512892000,0.00052878958338035,0.0004893545219052158,0.0004595926341794736,0.0005443776240554386,0.1281084774314257
2005-06-07 00:00:00-04:00,0.2127442492030982,0.21625912431840646,0.20823535867637405,0.2090001404285431,974136000,0.0004939848015437303,0.0004918560018973392,0.00045759070412807655,0.0005174654300986534,0.2545707984352192
2005-06-08 00:00:00-04:00,0.20953462859284092,0.21243877256697427,0.20533202751941043,0.20754750072956085,618720000,0.00048425389254387407,0.0004708613992577433,0.00043261613145262513,0.0004978050999897218,0.15712404079309425
2005-06-09 00:00:00-04:00,0.20594278485173723,0.2163360734785337,0.2057135376096588,0.21625904738903046,619908000,0.0005426105985121149,0.00044736661864504436,0.0004580937395857912,0.0005003885511734357,0.15744976261788224
2005-06-10 00:00:00-04:00,0.21602986578226016,0.2162591130939897,0.21236185413706554,0.213814377784729,465096000,0.0005262343026757563,0.000513347705398098,0.00045759063075132217,0.0005454085955744954,0.11500393169273355
